"date","mac_address","temperature","humidity","dew_point","door1","door2","motion1","motion2"
"2023-11-18 18:00:00","W220_8913B8",15.5666666666667,20.3,-7.18333333333333,0,0,0,3
"2023-11-18 18:30:00","W220_8913B8",15.6333333333333,20.9,-6.75,0,0,0,20
"2023-11-18 19:00:00","W220_8913B8",15.9166666666667,20.6833333333333,-6.61666666666667,0,0,0,18
"2023-11-18 19:30:00","W220_8913B8",15.85,21,-6.5,0,0,0,21
"2023-11-18 20:00:00","W220_8913B8",16.3333333333333,20.7833333333333,-6.25,0,0,0,25
"2023-11-18 20:30:00","W220_8913B8",16.45,20.4333333333333,-6.36666666666667,0,0,0,1
"2023-11-18 21:00:00","W220_8913B8",16.0833333333333,19.8,-7.1,0,0,0,13
"2023-11-18 21:30:00","W220_8913B8",15.3833333333333,19.4166666666667,-7.95,0,0,0,4
"2023-11-18 22:00:00","W220_8913B8",14.8166666666667,19.5333333333333,-8.28333333333333,0,0,0,10
"2023-11-18 22:30:00","W220_8913B8",14.6166666666667,19.1833333333333,-8.73333333333333,0,0,0,11
"2023-11-18 23:00:00","W220_8913B8",14.3,19.2333333333333,-8.96666666666667,0,0,0,12
"2023-11-18 23:30:00","W220_8913B8",14.05,19.35,-9.05,0,0,0,41
"2023-11-19 00:00:00","W220_8913B8",14,19.5666666666667,-9,0,0,0,4
"2023-11-19 00:30:00","W220_8913B8",14,20.05,-8.65,0,0,0,0
"2023-11-19 01:00:00","W220_8913B8",14.2333333333333,20.3333333333333,-8.28333333333333,0,0,0,6
"2023-11-19 01:30:00","W220_8913B8",14.25,20.45,-8.16666666666667,0,0,0,9
"2023-11-19 02:00:00","W220_8913B8",14.0166666666667,20.1166666666667,-8.61666666666667,0,0,0,12
"2023-11-19 02:30:00","W220_8913B8",14,19.8666666666667,-8.76666666666667,0,0,0,6
"2023-11-19 03:00:00","W220_8913B8",13.7166666666667,19.6666666666667,-9.11666666666667,0,0,0,8
"2023-11-19 03:30:00","W220_8913B8",13.6333333333333,19.8666666666667,-9.08333333333333,0,0,0,2
"2023-11-19 04:00:00","W220_8913B8",13.75,20.1666666666667,-8.78333333333333,0,0,0,17
"2023-11-19 04:30:00","W220_8913B8",13.7166666666667,20.2,-8.76666666666667,0,0,0,10
"2023-11-19 05:00:00","W220_8913B8",13.9,20.5,-8.46666666666667,0,0,0,17
"2023-11-19 05:30:00","W220_8913B8",14.0833333333333,20.8,-8.11666666666667,0,0,0,14
"2023-11-19 06:00:00","W220_8913B8",14.25,20.9166666666667,-7.86666666666667,0,0,0,17
"2023-11-19 06:30:00","W220_8913B8",14.0833333333333,21.2833333333333,-7.78333333333333,0,0,0,18
"2023-11-19 07:00:00","W220_8913B8",14.2833333333333,22.3833333333333,-6.98333333333333,0,6,0,8
"2023-11-19 07:30:00","W220_8913B8",14.2833333333333,22.8666666666667,-6.73333333333333,0,0,0,27
"2023-11-19 08:00:00","W220_8913B8",14.4,22.1,-7.05,0,6,0,3
"2023-11-19 08:30:00","W220_8913B8",15.1,22.1833333333333,-6.4,0,8,0,22
"2023-11-19 09:00:00","W220_8913B8",15.3,20.7333333333333,-7.15,0,3,0,20
"2023-11-19 09:30:00","W220_8913B8",15.5333333333333,20.5,-7.08333333333333,0,4,0,16
"2023-11-19 10:00:00","W220_8913B8",16,20.4166666666667,-6.75,0,3,0,22
"2023-11-19 10:30:00","W220_8913B8",16.4666666666667,20.2166666666667,-6.5,0,2,0,28
"2023-11-19 11:00:00","W220_8913B8",17.1333333333333,20.5,-5.76666666666667,0,2,0,15
"2023-11-19 11:30:00","W220_8913B8",17.3333333333333,20.2166666666667,-5.78333333333333,0,4,0,22
"2023-11-19 12:00:00","W220_8913B8",17.3166666666667,20.15,-5.8,0,2,0,13
"2023-11-19 12:30:00","W220_8913B8",17.35,20.1,-5.83333333333333,0,0,0,24
"2023-11-19 13:00:00","W220_8913B8",17.3833333333333,20,-5.88333333333333,0,5,0,22
"2023-11-19 13:30:00","W220_8913B8",17.5166666666667,20.4666666666667,-5.48333333333333,0,0,0,25
"2023-11-19 14:00:00","W220_8913B8",17.5833333333333,21.0666666666667,-5.03333333333333,0,9,0,18
"2023-11-19 14:30:00","W220_8913B8",17.7333333333333,21.6333333333333,-4.55,0,3,0,27
"2023-11-19 15:00:00","W220_8913B8",17.9833333333333,21.1833333333333,-4.6,0,4,0,15
"2023-11-19 15:30:00","W220_8913B8",17.9333333333333,21.0166666666667,-4.76666666666667,0,7,0,37
"2023-11-19 16:00:00","W220_8913B8",17.8833333333333,20.8666666666667,-4.86666666666667,0,0,0,36
"2023-11-19 16:30:00","W220_8913B8",17.8666666666667,20.8166666666667,-4.95,0,0,0,24
"2023-11-19 17:00:00","W220_8913B8",17.8166666666667,21.1666666666667,-4.76666666666667,0,2,0,28
"2023-11-19 17:30:00","W220_8913B8",17.7,21.2333333333333,-4.8,0,0,0,27
"2023-11-19 18:00:00","W220_8913B8",17.7666666666667,21.2166666666667,-4.78333333333333,0,0,0,24
"2023-11-19 18:30:00","W220_8913B8",17.7666666666667,21.1333333333333,-4.81666666666667,0,0,0,35
"2023-11-19 19:00:00","W220_8913B8",17.55,21.9333333333333,-4.5,0,2,0,13
"2023-11-19 19:30:00","W220_8913B8",17.2833333333333,22.0166666666667,-4.68333333333333,0,0,0,26
"2023-11-19 20:00:00","W220_8913B8",17.5666666666667,22.4333333333333,-4.18333333333333,0,0,0,36
"2023-11-19 20:30:00","W220_8913B8",17.65,22.7,-3.98333333333333,0,0,0,24
"2023-11-19 21:00:00","W220_8913B8",17.6666666666667,22.7333333333333,-3.93333333333333,0,0,0,35
"2023-11-19 21:30:00","W220_8913B8",17.5166666666667,22.95,-3.96666666666667,0,0,0,4
"2023-11-19 22:00:00","W220_8913B8",17.4666666666667,22.8833333333333,-4.03333333333333,0,0,0,4
"2023-11-19 22:30:00","W220_8913B8",17.5,23.1333333333333,-3.86666666666667,0,0,0,9
"2023-11-19 23:00:00","W220_8913B8",17.3333333333333,23.5,-3.78333333333333,0,0,0,12
"2023-11-19 23:30:00","W220_8913B8",17.4,23.4666666666667,-3.7,0,0,0,7
"2023-11-20 00:00:00","W220_8913B8",17.4,23.7333333333333,-3.58333333333333,0,0,0,35
"2023-11-20 00:30:00","W220_8913B8",17.5666666666667,23.3166666666667,-3.68333333333333,0,0,0,22
"2023-11-20 01:00:00","W220_8913B8",17.55,23.3,-3.7,0,0,0,7
"2023-11-20 01:30:00","W220_8913B8",17.6,23.2833333333333,-3.66666666666667,0,0,0,1
"2023-11-20 02:00:00","W220_8913B8",17.4666666666667,23.3833333333333,-3.76666666666667,0,0,0,26
"2023-11-20 02:30:00","W220_8913B8",17.1666666666667,22.3666666666667,-4.56666666666667,0,0,0,18
"2023-11-20 03:00:00","W220_8913B8",16.9666666666667,22.45,-4.71666666666667,0,0,0,11
"2023-11-20 03:30:00","W220_8913B8",16.9833333333333,22.4,-4.71666666666667,0,0,0,22
"2023-11-20 04:00:00","W220_8913B8",16.95,21.8833333333333,-5.03333333333333,0,0,0,14
"2023-11-20 04:30:00","W220_8913B8",16.9,21.65,-5.21666666666667,0,0,0,20
"2023-11-20 05:00:00","W220_8913B8",16.65,21.6833333333333,-5.4,0,0,0,4
"2023-11-20 05:30:00","W220_8913B8",16.5666666666667,21.85,-5.38333333333333,0,0,0,20
"2023-11-20 06:00:00","W220_8913B8",16.5833333333333,21.3166666666667,-5.7,0,0,0,7
"2023-11-20 06:30:00","W220_8913B8",16.3666666666667,21.0333333333333,-6.06666666666667,0,0,0,14
"2023-11-20 07:00:00","W220_8913B8",16.3166666666667,21.9,-5.61666666666667,0,7,0,34
"2023-11-20 07:30:00","W220_8913B8",16.6333333333333,22.4833333333333,-4.93333333333333,0,5,0,34
"2023-11-20 08:00:00","W220_8913B8",16.75,22.45,-4.86666666666667,0,10,0,6
"2023-11-20 08:30:00","W220_8913B8",17.2833333333333,22.5166666666667,-4.38333333333333,0,13,0,27
"2023-11-20 09:00:00","W220_8913B8",17.8333333333333,22.7166666666667,-3.83333333333333,0,2,0,10
"2023-11-20 09:30:00","W220_8913B8",18.4166666666667,23.55,-2.83333333333333,0,2,0,7
"2023-11-20 10:00:00","W220_8913B8",18.2833333333333,20.2166666666667,-5.01666666666667,0,0,0,13
"2023-11-20 10:30:00","W220_8913B8",18.3833333333333,20.55,-4.71666666666667,0,2,0,13
"2023-11-20 11:00:00","W220_8913B8",18.55,21.1333333333333,-4.18333333333333,0,8,0,30
"2023-11-20 11:30:00","W220_8913B8",18.65,21.0833333333333,-4.11666666666667,0,0,0,31
"2023-11-20 12:00:00","W220_8913B8",18.6166666666667,20.6666666666667,-4.4,0,9,0,15
"2023-11-20 12:30:00","W220_8913B8",18.5333333333333,17.6166666666667,-6.68333333333333,0,2,0,0
"2023-11-20 13:00:00","W220_8913B8",18.15,16.2333333333333,-7.96666666666667,0,0,0,14
"2023-11-20 13:30:00","W220_8913B8",17.9833333333333,14.6666666666667,-9.4,0,0,0,24
"2023-11-20 14:00:00","W220_8913B8",17.7,14,-10.2166666666667,0,0,0,16
"2023-11-20 14:30:00","W220_8913B8",17.8666666666667,17.3833333333333,-7.33333333333333,0,0,0,34
"2023-11-20 15:00:00","W220_8913B8",18.25,18.5833333333333,-6.11666666666667,0,3,0,25
"2023-11-20 15:30:00","W220_8913B8",18.3833333333333,19.0666666666667,-5.68333333333333,0,0,0,17
"2023-11-20 16:00:00","W220_8913B8",18.4666666666667,19.6,-5.21666666666667,0,10,0,16
"2023-11-20 16:30:00","W220_8913B8",19,20.1166666666667,-4.46666666666667,0,0,0,27
"2023-11-20 17:00:00","W220_8913B8",18.9166666666667,19.7333333333333,-4.75,0,2,0,13
"2023-11-20 17:30:00","W220_8913B8",19.0166666666667,20.55,-4.15,0,0,0,7
"2023-11-20 18:00:00","W220_8913B8",18.95,20.05,-4.53333333333333,0,0,0,6
"2023-11-20 18:30:00","W220_8913B8",18.8166666666667,19.65,-4.93333333333333,0,0,0,18
"2023-11-20 19:00:00","W220_8913B8",18.1166666666667,18.9666666666667,-5.98333333333333,0,0,0,28
"2023-11-20 19:30:00","W220_8913B8",18.1333333333333,19.1333333333333,-5.81666666666667,0,2,0,22
"2023-11-20 20:00:00","W220_8913B8",18.0833333333333,19.4,-5.71666666666667,0,0,0,10
"2023-11-20 20:30:00","W220_8913B8",18.2,19.7333333333333,-5.36666666666667,0,0,0,12
"2023-11-20 21:00:00","W220_8913B8",18.1666666666667,19.7333333333333,-5.38333333333333,0,0,0,25
"2023-11-20 21:30:00","W220_8913B8",17.9,19.4166666666667,-5.83333333333333,0,0,0,15
"2023-11-20 22:00:00","W220_8913B8",17.7166666666667,19.6666666666667,-5.81666666666667,0,0,0,6
"2023-11-20 22:30:00","W220_8913B8",17.55,19.1666666666667,-6.3,0,0,0,9
"2023-11-20 23:00:00","W220_8913B8",17.25,19.3833333333333,-6.4,0,0,0,36
"2023-11-20 23:30:00","W220_8913B8",17.4666666666667,19.7666666666667,-5.96666666666667,0,0,0,12
"2023-11-21 00:00:00","W220_8913B8",17.0333333333333,18.7,-7.06666666666667,0,0,0,0
"2023-11-21 00:30:00","W220_8913B8",16.35,18.2166666666667,-7.93333333333333,0,0,0,25
"2023-11-21 01:00:00","W220_8913B8",15.8666666666667,18.3166666666667,-8.25,0,0,0,23
"2023-11-21 01:30:00","W220_8913B8",15.6666666666667,18.3,-8.43333333333333,0,0,0,3
"2023-11-21 02:00:00","W220_8913B8",15.5,18.4,-8.55,0,0,0,14
"2023-11-21 02:30:00","W220_8913B8",15.2666666666667,18.4666666666667,-8.65,0,0,0,23
"2023-11-21 03:00:00","W220_8913B8",14.9833333333333,18.5333333333333,-8.85,0,0,0,41
"2023-11-21 03:30:00","W220_8913B8",14.9,18.55,-8.86666666666667,0,0,0,12
"2023-11-21 04:00:00","W220_8913B8",14.7666666666667,18.4,-9.08333333333333,0,0,0,30
"2023-11-21 04:30:00","W220_8913B8",14.5166666666667,18.5166666666667,-9.23333333333333,0,0,0,9
"2023-11-21 05:00:00","W220_8913B8",14.45,18.85,-9.06666666666667,0,0,0,19
"2023-11-21 05:30:00","W220_8913B8",14.4666666666667,18.6,-9.21666666666667,0,0,0,31
"2023-11-21 06:00:00","W220_8913B8",14.5666666666667,18.9333333333333,-8.91666666666667,0,0,0,17
"2023-11-21 06:30:00","W220_8913B8",14.5333333333333,19.3166666666667,-8.68333333333333,0,0,0,41
"2023-11-21 07:00:00","W220_8913B8",14.7833333333333,19.9666666666667,-8.05,0,12,0,11
"2023-11-21 07:30:00","W220_8913B8",14.5333333333333,19.4833333333333,-8.58333333333333,0,8,0,15
"2023-11-21 08:00:00","W220_8913B8",14.65,20.1666666666667,-8.01666666666667,0,14,0,14
"2023-11-21 08:30:00","W220_8913B8",15.8666666666667,20.9166666666667,-6.55,0,2,0,41
"2023-11-21 09:00:00","W220_8913B8",16.5,19.9333333333333,-6.65,0,0,0,40
"2023-11-21 09:30:00","W220_8913B8",16.5166666666667,19.6666666666667,-6.81666666666667,0,0,0,23
"2023-11-21 10:00:00","W220_8913B8",16.7166666666667,19.4833333333333,-6.75,0,2,0,14
"2023-11-21 10:30:00","W220_8913B8",16.9333333333333,19.2166666666667,-6.78333333333333,0,0,0,0
"2023-11-21 11:00:00","W220_8913B8",17.0166666666667,19.15,-6.76666666666667,0,0,0,7
"2023-11-21 11:30:00","W220_8913B8",17.2,19.2666666666667,-6.51666666666667,0,2,0,23
"2023-11-21 12:00:00","W220_8913B8",17.45,19.05,-6.45,0,0,0,29
"2023-11-21 12:30:00","W220_8913B8",17.6666666666667,19.2833333333333,-6.13333333333333,0,2,0,23
"2023-11-21 13:00:00","W220_8913B8",17.9333333333333,19.4833333333333,-5.78333333333333,0,7,0,10
"2023-11-21 13:30:00","W220_8913B8",18.3,20.2166666666667,-4.96666666666667,0,0,0,9
"2023-11-21 14:00:00","W220_8913B8",18.4666666666667,20.8,-4.46666666666667,0,4,0,18
"2023-11-21 14:30:00","W220_8913B8",18.3833333333333,20.2666666666667,-4.9,0,0,0,13
"2023-11-21 15:00:00","W220_8913B8",18.4166666666667,19.95,-5.03333333333333,0,0,0,17
"2023-11-21 15:30:00","W220_8913B8",18.5,20.3666666666667,-4.71666666666667,0,7,0,4
"2023-11-21 16:00:00","W220_8913B8",18.5,20.4166666666667,-4.7,0,8,0,12
"2023-11-21 16:30:00","W220_8913B8",18.6666666666667,20.3666666666667,-4.56666666666667,0,0,0,7
"2023-11-21 17:00:00","W220_8913B8",18.8333333333333,20.5833333333333,-4.28333333333333,0,0,0,4
"2023-11-21 17:30:00","W220_8913B8",19.3833333333333,20.2833333333333,-4.03333333333333,0,0,0,10
"2023-11-21 18:00:00","W220_8913B8",19.1666666666667,19.9833333333333,-4.4,0,0,0,17
"2023-11-21 18:30:00","W220_8913B8",18.8833333333333,19.9666666666667,-4.65,0,2,0,21
"2023-11-21 19:00:00","W220_8913B8",18.8833333333333,20.6333333333333,-4.23333333333333,0,0,0,6
"2023-11-21 19:30:00","W220_8913B8",18.7833333333333,20.3,-4.5,0,0,0,9
"2023-11-21 20:00:00","W220_8913B8",18.55,20.4,-4.66666666666667,0,0,0,29
"2023-11-21 20:30:00","W220_8913B8",18.3166666666667,20.0333333333333,-5.1,0,0,0,18
"2023-11-21 21:00:00","W220_8913B8",17.8166666666667,19.6,-5.76666666666667,0,0,0,10
"2023-11-21 21:30:00","W220_8913B8",17.3833333333333,19.6333333333333,-6.1,0,0,0,6
"2023-11-21 22:00:00","W220_8913B8",17.1833333333333,19.7333333333333,-6.21666666666667,0,0,0,16
"2023-11-21 22:30:00","W220_8913B8",16.9166666666667,19.9166666666667,-6.31666666666667,0,0,0,8
"2023-11-21 23:00:00","W220_8913B8",16.8333333333333,20,-6.33333333333333,0,0,0,9
"2023-11-21 23:30:00","W220_8913B8",16.6666666666667,19.9166666666667,-6.55,0,0,0,4
"2023-11-22 00:00:00","W220_8913B8",16.4666666666667,20.1,-6.56666666666667,0,0,0,34
"2023-11-22 00:30:00","W220_8913B8",16.25,20.25,-6.63333333333333,0,0,0,15
"2023-11-22 01:00:00","W220_8913B8",16.1333333333333,20.35,-6.66666666666667,0,0,0,18
"2023-11-22 01:30:00","W220_8913B8",16.1333333333333,20.1333333333333,-6.83333333333333,0,0,0,21
"2023-11-22 02:00:00","W220_8913B8",15.9666666666667,20.0166666666667,-7.05,0,0,0,33
"2023-11-22 02:30:00","W220_8913B8",15.7666666666667,19.95,-7.23333333333333,0,0,0,17
"2023-11-22 03:00:00","W220_8913B8",15.5666666666667,19.8333333333333,-7.51666666666667,0,0,0,9
"2023-11-22 03:30:00","W220_8913B8",15.2833333333333,19.7666666666667,-7.76666666666667,0,0,0,11
"2023-11-22 04:00:00","W220_8913B8",15.05,19.8,-7.93333333333333,0,0,0,23
"2023-11-22 04:30:00","W220_8913B8",14.9666666666667,20.15,-7.78333333333333,0,0,0,9
"2023-11-22 05:00:00","W220_8913B8",14.9,20.5833333333333,-7.56666666666667,0,0,0,7
"2023-11-22 05:30:00","W220_8913B8",15.0666666666667,21.6833333333333,-6.76666666666667,0,0,0,29
"2023-11-22 06:00:00","W220_8913B8",14.8166666666667,20.5333333333333,-7.65,0,1,0,12
"2023-11-22 06:30:00","W220_8913B8",14.8833333333333,21.45,-7.03333333333333,0,5,0,33
"2023-11-22 07:00:00","W220_8913B8",15.7833333333333,22.3166666666667,-5.75,0,2,0,22
"2023-11-22 07:30:00","W220_8913B8",15.9,21.85,-5.95,0,4,0,26
"2023-11-22 08:00:00","W220_8913B8",16,21.4,-6.13333333333333,0,7,0,19
"2023-11-22 08:30:00","W220_8913B8",16.1833333333333,21.2,-6.1,0,0,0,17
"2023-11-22 09:00:00","W220_8913B8",16.4666666666667,21.2166666666667,-5.85,0,0,0,21
"2023-11-22 09:30:00","W220_8913B8",16.75,20.7666666666667,-5.9,0,0,0,23
"2023-11-22 10:00:00","W220_8913B8",17.1,20.7833333333333,-5.6,0,0,0,21
"2023-11-22 10:30:00","W220_8913B8",17.3,20.9166666666667,-5.38333333333333,0,4,0,24
"2023-11-22 11:00:00","W220_8913B8",17.4833333333333,21.6166666666667,-4.76666666666667,0,10,0,18
"2023-11-22 11:30:00","W220_8913B8",17.6666666666667,21.9333333333333,-4.4,0,13,0,17
"2023-11-22 12:00:00","W220_8913B8",17.9833333333333,21.8166666666667,-4.21666666666667,0,9,0,11
"2023-11-22 12:30:00","W220_8913B8",18.3,21.9166666666667,-3.9,0,12,0,0
"2023-11-22 13:00:00","W220_8913B8",18.45,22.4,-3.46666666666667,0,4,0,16
"2023-11-22 13:30:00","W220_8913B8",18.5,22.0833333333333,-3.61666666666667,0,4,0,24
"2023-11-22 14:00:00","W220_8913B8",18.65,22.0666666666667,-3.53333333333333,0,2,0,33
"2023-11-22 14:30:00","W220_8913B8",18.8,21.5,-3.71666666666667,0,2,0,16
"2023-11-22 15:00:00","W220_8913B8",18.9333333333333,21.4666666666667,-3.63333333333333,0,1,0,0
"2023-11-22 15:30:00","W220_8913B8",18.9666666666667,22.1,-3.23333333333333,0,4,0,5
"2023-11-22 16:00:00","W220_8913B8",19.1166666666667,22.3333333333333,-2.95,0,0,0,20
"2023-11-22 16:30:00","W220_8913B8",19.1666666666667,21.8833333333333,-3.16666666666667,0,2,0,11
"2023-11-22 17:00:00","W220_8913B8",19.0166666666667,21.7333333333333,-3.4,0,2,0,34
"2023-11-22 17:30:00","W220_8913B8",19.0166666666667,21.4666666666667,-3.58333333333333,0,0,0,22
"2023-11-22 18:00:00","W220_8913B8",18.9666666666667,22.0333333333333,-3.28333333333333,0,3,0,18
"2023-11-22 18:30:00","W220_8913B8",19,22.4166666666667,-3.01666666666667,0,0,0,18
"2023-11-22 19:00:00","W220_8913B8",19.0666666666667,22.6166666666667,-2.81666666666667,0,2,0,9
"2023-11-22 19:30:00","W220_8913B8",19.0666666666667,22.5666666666667,-2.86666666666667,0,0,0,10
"2023-11-22 20:00:00","W220_8913B8",19.1166666666667,22.1333333333333,-3.08333333333333,0,2,0,8
"2023-11-22 20:30:00","W220_8913B8",19,21.9166666666667,-3.33333333333333,0,0,0,16
"2023-11-22 21:00:00","W220_8913B8",18.9333333333333,22.4833333333333,-3,0,0,0,13
"2023-11-22 21:30:00","W220_8913B8",18.95,22.4333333333333,-3.03333333333333,0,0,0,11
"2023-11-22 22:00:00","W220_8913B8",19.1166666666667,22.5333333333333,-2.81666666666667,0,0,0,30
"2023-11-22 22:30:00","W220_8913B8",19.1666666666667,22.45,-2.83333333333333,0,0,0,0
"2023-11-22 23:00:00","W220_8913B8",19.4166666666667,22.3166666666667,-2.73333333333333,0,0,0,5
"2023-11-22 23:30:00","W220_8913B8",19.2,21.9166666666667,-3.15,0,0,0,22
"2023-11-23 00:00:00","W220_8913B8",18.8833333333333,22.1,-3.28333333333333,0,0,0,8
"2023-11-23 00:30:00","W220_8913B8",18.65,22.4,-3.31666666666667,0,0,0,13
"2023-11-23 01:00:00","W220_8913B8",18.7166666666667,22.5166666666667,-3.18333333333333,0,0,0,13
"2023-11-23 01:30:00","W220_8913B8",18.85,22.3333333333333,-3.16666666666667,0,0,0,5
"2023-11-23 02:00:00","W220_8913B8",18.5666666666667,22.15,-3.51666666666667,0,0,0,12
"2023-11-23 02:30:00","W220_8913B8",18.3166666666667,22.2833333333333,-3.65,0,0,0,3
"2023-11-23 03:00:00","W220_8913B8",18.2,22.65,-3.53333333333333,0,0,0,18
"2023-11-23 03:30:00","W220_8913B8",18.0333333333333,23.1166666666667,-3.41666666666667,0,0,0,15
"2023-11-23 04:00:00","W220_8913B8",18.0833333333333,23.2166666666667,-3.31666666666667,0,0,0,3
"2023-11-23 04:30:00","W220_8913B8",18.05,23.1,-3.38333333333333,0,0,0,7
"2023-11-23 05:00:00","W220_8913B8",18,23.0833333333333,-3.45,0,0,0,27
"2023-11-23 05:30:00","W220_8913B8",17.9166666666667,23.1666666666667,-3.45,0,0,0,23
"2023-11-23 06:00:00","W220_8913B8",17.8333333333333,22.9666666666667,-3.66666666666667,0,1,0,12
"2023-11-23 06:30:00","W220_8913B8",18.1166666666667,23.2,-3.28333333333333,0,0,0,14
"2023-11-23 07:00:00","W220_8913B8",18.3666666666667,23.1,-3.11666666666667,0,1,0,19
"2023-11-23 07:30:00","W220_8913B8",18.4333333333333,23.4666666666667,-2.85,0,15,0,15
"2023-11-23 08:00:00","W220_8913B8",18.8,24.0666666666667,-2.18333333333333,0,6,0,11
"2023-11-23 08:30:00","W220_8913B8",19.2333333333333,23.6666666666667,-2.06666666666667,0,0,0,29
"2023-11-23 09:00:00","W220_8913B8",19.3833333333333,23.6166666666667,-1.96666666666667,0,0,0,19
"2023-11-23 09:30:00","W220_8913B8",19.3333333333333,23.6166666666667,-2.01666666666667,0,0,0,16
"2023-11-23 10:00:00","W220_8913B8",19.5666666666667,23.8333333333333,-1.7,0,0,0,13
"2023-11-23 10:30:00","W220_8913B8",20.0166666666667,25.4166666666667,-0.45,0,1,0,22
"2023-11-23 11:00:00","W220_8913B8",20.2166666666667,24.85,-0.583333333333333,0,1,0,9
"2023-11-23 11:30:00","W220_8913B8",20.3166666666667,24.7833333333333,-0.55,0,0,0,29
"2023-11-23 12:00:00","W220_8913B8",20.5833333333333,24.9,-0.25,0,0,0,25
"2023-11-23 12:30:00","W220_8913B8",20.9,24.95,0.05,0,1,0,15
"2023-11-23 13:00:00","W220_8913B8",21.1,25.2166666666667,0.383333333333333,0,5,0,15
"2023-11-23 13:30:00","W220_8913B8",21.3,25.4,0.65,0,2,0,7
"2023-11-23 14:00:00","W220_8913B8",21.4,24.9166666666667,0.483333333333333,0,4,0,11
"2023-11-23 14:30:00","W220_8913B8",21.4,24.9333333333333,0.5,0,0,0,6
"2023-11-23 15:00:00","W220_8913B8",21.4666666666667,24.6333333333333,0.383333333333333,0,0,0,8
"2023-11-23 15:30:00","W220_8913B8",21.5333333333333,24.1833333333333,0.183333333333333,0,0,0,4
"2023-11-23 16:00:00","W220_8913B8",21.4,24.0166666666667,0,0,0,0,6
"2023-11-23 16:30:00","W220_8913B8",21.3666666666667,24.3666666666667,0.133333333333333,0,2,0,20
"2023-11-23 17:00:00","W220_8913B8",21.4666666666667,24.6,0.366666666666667,0,4,0,26
"2023-11-23 17:30:00","W220_8913B8",21.5333333333333,24.9666666666667,0.6,0,6,0,15
"2023-11-23 18:00:00","W220_8913B8",21.5833333333333,24.6833333333333,0.5,0,0,0,0
"2023-11-23 18:30:00","W220_8913B8",21.5,24.0833333333333,0.0666666666666667,0,2,0,28
"2023-11-23 19:00:00","W220_8913B8",21.4333333333333,23.0333333333333,-0.6,0,2,0,28
"2023-11-23 19:30:00","W220_8913B8",21.3333333333333,20.8666666666667,-2.01666666666667,0,0,0,11
"2023-11-23 20:00:00","W220_8913B8",21.1,20.3166666666667,-2.56666666666667,0,0,0,24
"2023-11-23 20:30:00","W220_8913B8",21.15,22.1833333333333,-1.35,0,0,0,18
"2023-11-23 21:00:00","W220_8913B8",21.2166666666667,22.05,-1.35,0,0,0,11
"2023-11-23 21:30:00","W220_8913B8",21.15,21.45,-1.8,0,0,0,3
"2023-11-23 22:00:00","W220_8913B8",21.0666666666667,21.1166666666667,-2.08333333333333,0,0,0,15
"2023-11-23 22:30:00","W220_8913B8",20.8,21.1666666666667,-2.28333333333333,0,0,0,25
"2023-11-23 23:00:00","W220_8913B8",20.5666666666667,21.5666666666667,-2.21666666666667,0,0,0,16
"2023-11-23 23:30:00","W220_8913B8",20.2833333333333,21.1833333333333,-2.7,0,0,0,6
"2023-11-24 00:00:00","W220_8913B8",19.95,21.5333333333333,-2.73333333333333,0,0,0,1
"2023-11-24 00:30:00","W220_8913B8",19.85,21.2333333333333,-3.01666666666667,0,0,0,4
"2023-11-24 01:00:00","W220_8913B8",19.55,20.6833333333333,-3.63333333333333,0,0,0,13
"2023-11-24 01:30:00","W220_8913B8",19.3333333333333,20.2833333333333,-4.06666666666667,0,0,0,11
"2023-11-24 02:00:00","W220_8913B8",19.0666666666667,20.3333333333333,-4.28333333333333,0,0,0,1
"2023-11-24 02:30:00","W220_8913B8",18.7166666666667,20.0166666666667,-4.73333333333333,0,0,0,6
"2023-11-24 03:00:00","W220_8913B8",18.45,19.2,-5.53333333333333,0,0,0,22
"2023-11-24 03:30:00","W220_8913B8",18.2166666666667,18.9166666666667,-5.95,0,0,0,8
"2023-11-24 04:00:00","W220_8913B8",17.8,18.6166666666667,-6.45,0,0,0,6
"2023-11-24 04:30:00","W220_8913B8",17.6333333333333,18.3166666666667,-6.83333333333333,0,0,0,28
"2023-11-24 05:00:00","W220_8913B8",17.45,17.9666666666667,-7.21666666666667,0,0,0,34
"2023-11-24 05:30:00","W220_8913B8",17.3,17.8333333333333,-7.41666666666667,0,2,0,24
"2023-11-24 06:00:00","W220_8913B8",17.0666666666667,17.5833333333333,-7.85,0,0,0,8
"2023-11-24 06:30:00","W220_8913B8",16.8,17.8166666666667,-7.85,0,0,0,17
"2023-11-24 07:00:00","W220_8913B8",17,19.3833333333333,-6.6,0,2,0,9
"2023-11-24 07:30:00","W220_8913B8",17.6666666666667,19.7666666666667,-5.78333333333333,0,6,0,31
"2023-11-24 08:00:00","W220_8913B8",18.0166666666667,18.7,-6.25,0,13,0,17
"2023-11-24 08:30:00","W220_8913B8",18.2166666666667,16.95,-7.4,0,10,0,6
"2023-11-24 09:00:00","W220_8913B8",18.0333333333333,17.9166666666667,-6.75,0,6,0,19
"2023-11-24 09:30:00","W220_8913B8",18.45,18.9166666666667,-5.71666666666667,0,0,0,15
"2023-11-24 10:00:00","W220_8913B8",18.4166666666667,18.2666666666667,-6.21666666666667,0,0,0,38
